,time,likes,title,maintext,user_id,user_age,user_inlevel,sentiment,anticipation
644660,2018/6/19 14:26,1,收割机出动,,6.11E+15,6.4年,3,负面,
247165,2018/11/20 10:09,0,恒指带坏了,恒指带坏了,5.70E+15,3.6年,6,负面,
564887,2018/7/12 8:56,0,今天大涨,今天大涨,4.44E+15,3.3年,7,正面,
371863,2018/9/26 13:54,0,如果就是国家队托盘，那么这个指数走不远，还要跌下来！,如果就是国家队托盘，那么这个指数走不远，还要跌下来！,5.16E+15,7.2年,5,,
564424,2018/7/12 8:43,1,市场不会错，错的只有你的操作。,市场不会错，错的只有你的操作。,7.25E+15,5年,4,,
666716,2018/6/12 10:54,0,表演节目，下次跳水，就不拉了，主力的阳谋,表演节目，下次跳水，就不拉了，主力的阳谋,1.13E+15,2年,6,,
236178,2018/11/23 14:56,0,股市没救了死惨了,股市没救了死惨了,4.35E+15,3年,4,,
759786,2018/4/5 10:07,0,利空出尽（A股停盘），全球股市大涨。,,3.46E+15,4.4年,4,,
351062,2018/10/11 12:00,0,哈哈哈，幸亏前一天卖光了所有的基金和股票，等于又赚了不少了[鼓掌],哈哈哈，幸亏前一天卖光了所有的基金和股票，等于又赚了不少了,6.08E+15,1.3年,5,,
550808,2018/7/19 13:58,0,我为GLC献一策：要求上市公司大股东回购股票3%以上,大盘要回不到3000点之上我认栽,2.23E+15,3.5年,4,,
385164,2018/9/18 13:36,0,暴涨开始,做多中国,5.74E+15,12.6年,7,,
614204,2018/6/28 10:28,1,抄底盘和卖盘同样汹涌 飞刀不好接啊兄弟们[不屑][傲][不屑][傲][不屑][,抄底盘和卖盘同样汹涌飞刀不好接啊兄弟们,8.13E+15,3.9年,7,,
15211,2019/3/8 14:36,0,跌啊，哈哈哈哈,跌啊，哈哈哈哈,1.12E+15,1个月,0,,
485913,2018/8/16 9:24,3,一泻千里[大笑][大笑][大笑][大笑],一泻千里,3.89E+15,4.1年,6,,
416776,2018/9/10 11:04,1,此时不抄底 更待何时 此时不抄底 更待何时,此时不抄底更待何时此时不抄底更待何时,4.26E+15,1.7年,2,,
183042,2018/12/19 9:13,1,今日大盘会跌吗？,今日大盘会跌吗？,7.52E+15,11个月,3,,
589915,2018/7/4 13:59,6,股市不具备上涨，只具备下跌基础,股市不具备上涨，只具备下跌基础,6.35E+15,3.8年,4,,
730189,2018/4/25 9:14,1,美国指数公司明晟(MSCI)北京时间周三(6月21日)凌晨宣布从2018年6月开始将中国A股纳入MSCI新兴市场指数和MSCI ACWI全球指数。,美国指数公司明晟(MSCI)北京时间周三(6月21日)凌晨宣布，从2018年6月开始将中国A股纳入MSCI新兴市场指数和MSCIACWI全球指数。,9.91E+15,6.6年,6,,
750827,2018/4/14 23:15,1,俺也耍几个美女叫,俺也耍几个美女叫,9.30E+15,3.4年,3,,
488223,2018/8/15 14:10,3,这就是我们奋斗目标！,这就是我们奋斗目标！,4.20E+15,4年,4,,
251980,2018/11/15 13:59,0,st沪深创最近一个月貌似“天天”涨。 我来试试看看是不是我一入场就跌,st沪深创最近一个月貌似“天天”涨。我来试试看看是不是我一入场就跌,3.05E+15,2.8年,5,,
13166,2019/3/8 15:54,0,我操！货期涨起来了！怎么就没人抄黄金呢？,我操！货期涨起来了！怎么就没人抄黄金呢？,7.02E+15,2.9年,6,,
686075,2018/5/31 15:56,4,5.31→50万实盘操盘记录→今日赢亏：-3600,今日盘面很精彩，可惜买的被套，目前亏损3600元。附个人盘后总结：1、盘面上，很精彩，适合开展短线操作；2、技术上，短线暂时无大风险。3、选股还是要选已经走出底部的，涨的快，基因好的，股性活。明日盘中观察是否止损、清仓还是换股。,7.39E+15,3.4年,4,,
651205,2018/6/19 10:35,0,我前几天都说过了，深市破万，沪市破三，果不其然，看来要2600以下见了。2300,我前几天都说过了，深市破万，沪市破三，果不其然，看来要2600以下见了。2300左右是真正的底。,3.37E+15,4.1年,6,,
71812,2019/2/13 13:30,0,开始甩卖了1500万,,3.79E+15,3.6年,5,,
335263,2018/10/15 14:28,1,坐着就赔钱,坐着就赔钱,6.16E+15,2年,4,,
435426,2018/9/4 10:13,0,哈哈，今天要是跳水，那就不知道跌到哪里了，有点意思，惊弓之鸟,哈哈，今天要是跳水，那就不知道跌到哪里了，有点意思，惊弓之鸟,1.90E+15,1.3年,5,,
199490,2018/12/11 15:24,0,牛逼了，明天大盘4个点拉[鼓掌][鼓掌][鼓掌][鼓掌][胜利][胜利][胜利],牛逼了，明天大盘4个点拉,7.68E+15,9个月,7,,
507995,2018/8/7 10:18,0,拿什么拯救你,拿什么拯救你,5.70E+15,4.9年,4,,
552996,2018/7/19 10:25,0,清仓了，你们玩吧[大笑],清仓了，你们玩吧,4.23E+15,2.6年,4,,
205390,2018/12/7 13:47,1,感觉自己买了假股票，全绿色的，一样的同志举手～,感觉自己买了假股票，全绿色的，一样的同志举手～,2.26E+15,3.8年,5,,
141609,2018/12/28 14:13,1,今晚发3家IPO 募集资金不透露！,今晚发3家IPO募集资金不透露！,2.78E+15,3.9年,4,,
1688,2019/3/13 13:33,0,等大潮退去才知道谁在裸泳,等大潮退去才知道谁在裸泳,7.28E+15,1.3年,2,,
725116,2018/4/27 11:38,0,妈的 要跌就往死里跌吧，几个月了 ，天天玩点数啊,妈的要跌就往死里跌吧，几个月了，天天玩点数啊,6.76E+15,2年,3,,
330926,2018/10/16 14:08,1,遍地绿草茵茵，美丽的风景线。,遍地绿草茵茵，美丽的风景线。,1.36E+15,2.2年,4,,
453675,2018/8/24 15:08,0,今天追高的周一又要杀跌出局了……,今天追高的周一又要杀跌出局了……,4.25E+15,5.6年,7,,
211169,2018/12/5 20:48,1,创新高了！汽车库存预警指数,中国汽车流通协会发布的最新一期“中国汽车经销商库存预警指数调查”显示，11月汽车经销商库存预警指数为75.1%，创近年来新高，环比上升8.2个百分点，同比上升25.32个百分点。今年以来，经销商库存预警指数始终处于警戒线之上，反映行业现状和经销商经营压力较大，以上是从行业的图中所看到的，进一步思考，汽车行业库存的增加意味着民众消费热情不高，宏观经济环境很低迷，这种局面一时半会也不会改变，寒冬还得继续...前天，美国国债美国国债3年期和5年期收益率出现倒挂，为2007年来的首次。美国国债倒挂有一个特征，即美联储加息进入后期，经济开始出现下行之际，换句话说，美国的经济下行开始出现征兆。利率倒挂，主要是因为预期的改变，而预期的改变总会先一步于经济环境与政策的变化，同时政策作用于经济也具有滞后性，这也就是为什么倒挂以后，经济下行就不远了或者说经济期限利差下行往往出现在经济回落之前...今天创投版块一起一字板跌停，得益于昨晚官媒喊话“有些游资恶意操纵市场”，为了保命，今天还在里面的游资一股脑的按下了核按钮...沪伦通本月14日揭牌仪式推迟，预计要放到明年一月份了点评：马上又有外资来抬轿子了...昨晚美国暴跌，今天我们国内非常坚挺，大幅低开以后直接上行了？对，真的就直接上行了，下面的缺口没有补，反而直接把今天跳空的缺口给补了，补完以后还死都不肯下来...既然很强硬，那么我预估这个缺口只怕是短期内不会回补了，今天是跳空的第二天，如果明天还不回补，那之后就只能继续上涨了，以后再来回补...本来想着昨晚美股暴跌，马上又有机会加仓了，结果今天高走着实让我意外，既然买不进去，那我就继续安心持股吧...说到这里，我给大家讲一个技巧，就是什么时候应该买股票呢，大家可以这样问自己：这个位置如果我有股票，我想不想卖，如果不想卖，那就可以买进当然这只是个很简单的方式，现实中所要考虑的绝非这么简单，但是这至少可以帮助你理性的买卖，而不是一看到涨了2到3个点就改变了信仰...今天医药股表现亮眼，继续持有...如果市场再给我机会，医药，券商都会成为我再度加仓干的猎物...,9.73E+15,2.3年,3,,
288568,2018/10/26 9:38,0,A股涨一天跌三天。,A股涨一天跌三天。,5.23E+15,4年,4,,
45530,2019/2/27 9:00,0,有望突破3000点吗,有望突破3000点吗,7.70E+15,1.7年,4,,
379270,2018/9/20 19:22,0,1万人大约有多少人盈利，猜猜好吗,2018年9个月时间1万人大约有多少人盈利，猜猜好吗,1.92E+15,4.3年,6,,
726158,2018/4/27 9:56,1,又一次进坑，5.1了，用大家的钱去玩疯？没有良心！,又一次进坑，5.1了，用大家的钱去玩疯？没有良心！,9.39E+15,2.3年,3,,
736784,2018/4/20 13:18,0,尘埃落定。,尘埃落定。,2.21E+15,3.6年,4,,
441851,2018/8/31 10:15,4,熊市里，任何利好都是利空，任何利空都是翻倍利空，结果就是跌跌跌！,熊市里，任何利好都是利空，任何利空都是翻倍利空，结果就是跌跌跌！,3.74E+15,5.4年,4,,
547286,2018/7/20 13:30,0,大A难道说要向2806 挺进吗？,大A难道说要向2806挺进吗？,9.78E+15,2.3年,6,,
308808,2018/10/19 11:38,0,昨天二十五楼的兄弟还好吗？,昨天二十五楼的兄弟还好吗？,8.03E+15,2.5年,0,,
58070,2019/2/22 10:12,0,本轮行情好像都是在为东方通信做铺垫，一切都是为了它，别的都是陪衬！,本轮行情好像都是在为东方通信做铺垫，一切都是为了它，别的都是陪衬！,3.72E+15,3.4年,5,,
777183,2018/3/22 19:43,0,怕怕怕。跑跑跑,怕怕怕。跑跑跑,8.09E+15,1.1年,3,,
185291,2018/12/18 11:29,1,5G越跌越买，看好19年5概念股！[大笑],5G越跌越买，看好19年5概念股！,8.01E+15,5.9年,7,,
296897,2018/10/24 9:54,0,从资金流向看，资金仍在出逃，今天必跌无疑。,从资金流向看，资金仍在出逃，今天必跌无疑。,6.73E+15,5个月,1,,
643674,2018/6/19 14:39,2,离2638一步之遥,离2638一步之遥,7.51E+15,3.7年,3,,
314186,2018/10/18 14:50,0,赶紧上架,赶紧上架,7.19E+15,3.3年,3,,
242197,2018/11/22 11:27,0,我不知道为什么好企业为什么要求这上市！ 别人不需要融资不需要害人，就有错了？ 上,我不知道为什么好企业为什么要求这上市！别人不需要融资不需要害人，就有错了？上了市就因该为投资者负责！亏钱卷包跑的因该按金融法查处！,6.57E+15,4.6年,6,,
654872,2018/6/15 15:14,2,都说跌不下了，为什么连续大跌,跌的我怀疑人生,1.54E+15,2.9年,4,,
14074,2019/3/9 1:32,1,港股的做空个股的报告，一般只把涨幅过高的个股打下去，但中国股市的个股做空报告却把,港股的做空个股的报告，一般只把涨幅过高的个股打下去，但中国股市的个股做空报告却把整个市场拉下水，这就罪大恶极了，主要原因一是股市刚从底部起来，信心本来就不足，二是这两个个股是最近市场的人气领头羊，第三，让投资者误认为打压股市是上层的意思，但股市刚从暴跌中才反弹百分之二十多，希望管理层应该辟谣，标明管理层并没有打压股市的意愿。虽然股市第一波上涨有些个股很猛烈，但从熊市中想爬起来，不猛烈是不可能的，现在好不容易扭转了股市的悲观预期，股权质押问题也有所缓解，要是这样中信和华泰把股市又搞熊了，那确实是罪人。实际上，港股也经常有低价股在短期内涨幅好几倍的，也没看见马上就发卖出评级研报打压股价的。,9.35E+15,4.3年,3,,
560084,2018/7/16 9:18,14,2018-7-16大盘2833开启长线拉升，向2917方向推进。七月底部支撑确立,2018-7-16大盘2833开启长线拉升，向2917方向推进。七月底部支撑确立翻身。道指24540成为新高拉升下半年支撑，不跌破大盘底部2720成立。底部1512创业板成下半年唯一支撑。创业板1514强大支撑，尽看修复大盘日生命线3000。创业板短线周一支撑1589考验1624压力，压力突破开启长线，稳健的跟随此位。深盘：周一以9258支撑短线拉升，9386压力突破全面建仓。9383成为开启长线大压力观察。10117将影响下半年走势。上证:七月底部2740反转，周一支撑2817突破2833，开启长线拉升，向2863进发。本轮进行第三次调整找底部后，完成五穷六绝七翻身。短线仓位：持有，突破2780（本期获利：47，累计获利961)短线买点：跌破2817长线仓位:空仓，跌破3160(上证点数本期获利：0，累0长线买点:2833总结:2740是下半年强弱分割点位，借此做底部反转修复3000，向3200走势。五穷六绝七翻身。精准的点位操作，拭目以待。,2.30E+15,3.9年,9,,
257562,2018/11/12 14:53,0,回补缺口，明天继续跌,回补缺口，明天继续跌,9.57E+15,1.2年,4,,
536104,2018/7/30 10:52,1,逃荒的命[大笑][大笑][大笑],逃荒的命,9.55E+15,3.4年,6,,
290110,2018/10/25 14:34,0,A股没有风险，最健康,,6.85E+15,5.7年,3,,
562577,2018/7/12 14:55,1,估计要涨了,估计要涨了,2.78E+15,1.9年,5,,
779959,2018/3/21 10:07,0,盯着 中国石化 看来应该补完缺口就泻下来了！,,6.03E+15,3.6年,7,,
490395,2018/8/15 11:05,3,哎 别太狠了 砸50点算了~,,9.59E+15,6.2年,7,,
183945,2018/12/18 13:56,1,满仓！满仓！尾盘必定红盘！你懂的！,,6.85E+15,3.7年,4,,
413839,2018/9/10 14:55,2,不计成本割肉清仓,不计成本割肉清仓,9.32E+15,3.9年,6,,
403765,2018/9/12 11:58,1,别急别抄底;还有18连阴,别急别抄底;还有18连阴,9.94E+15,1.6年,4,,
229893,2018/11/27 14:24,0,快快快速拉升,快快快速拉升,6.18E+15,1.4年,4,,
779868,2018/3/21 13:52,0,僵尸,僵尸,9.03E+15,3.8年,3,,
124481,2019/1/4 14:44,0,量能跟不上，拉权重注定走不长,量能跟不上，拉权重注定走不长,3.71E+15,4.2年,6,,
688964,2018/5/30 14:53,0,[大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑][大笑],,7.87E+15,2.6年,4,,
141662,2018/12/28 15:03,0,2018年不亏损20%不好意思出来说话,2018年不亏损20%不好意思出来说话,3.07E+15,5.4年,4,,
528436,2018/8/1 19:09,0,股指涨得高，就会有股灾，跌得深一定会涨的，跌得更多一些，给后来炒股的更多机会,股指涨得高，就会有股灾，跌得深一定会涨的，跌得更多一些，给后来炒股的更多机会,1.70E+15,1.9年,4,,
118833,2019/1/9 13:29,0,推荐两支待涨股，天津磁卡，恒康医疗，可以关注下～,推荐两支待涨股，天津磁卡，恒康医疗，可以关注下～,2.26E+15,3.8年,5,,
256501,2018/11/13 9:28,1,直接打回原形,直接打回原形,1.80E+15,1.4年,4,,
253322,2018/11/14 14:05,0,好样的,好样的,9.01E+15,4年,5,,
573904,2018/7/9 10:13,1,今天大盘会涨疯,今天大盘会涨疯,2.53E+15,1.2年,4,,
179769,2018/12/19 15:03,0,下跌,只有进行时，没有完成时！,7.23E+15,5年,6,,
134244,2019/1/2 14:51,0,破2449是大概率事件,小散注意，破2449是大概率事件，不要急于进场,6.80E+15,6.5年,5,,
35507,2019/3/2 12:51,2,经过多次经验，下周里拜一冲高就出来吧，有直上直下的预感,经过多次经验，下周里拜一冲高就出来吧，有直上直下的预感,7.11E+15,1.6年,3,,
762897,2018/4/4 6:29,0,拿什么与人家抗衡？就喜欢吹牛。,拿什么与人家抗衡？就喜欢吹牛。,6.95E+15,1.7年,1,,
281532,2018/10/29 21:12,1,明天再跌就可以看到新低了,明天再跌就可以看到新低了，我想是个大概率的事了。,5.09E+15,1.4年,3,,
761524,2018/4/4 9:06,0,只要石油不涨，美元拉升人民币不升值稳定我们中国人就不怕。,只要石油不涨，美元拉升人民币不升值稳定我们中国人就不怕。,9.32E+15,3.9年,6,,
700026,2018/5/24 16:35,4,手把手教你如何判研大盘后期走势！,手把手教你如何判研大盘后期走势！\u3000\u3000昨天的一根重阴线，大家可能比较担心，晚间给小伙伴们分享了一下我的观点。\u3000\u3000今年1月份，在向下寻底的过程中，一共有三次挖坑。见图一：\u3000\u3000大家可以看一下，三次挖坑的幅度分别为500点、240点、180点。明显可以看出，做空力度是是逐次递减的，有衰竭迹象。而在第三次挖坑之后，见图二：\u3000\u3000也就是从5月份开始，在第三次挖坑之后的这一轮进攻中，明显权重已经开始活跃起来了。我能看到的板块，大家都能看到，采掘、石油、电力、港口、机场航运都在底部开始异动，有明显的资金介入迹象。于是量能也从之前的1500亿左右逐步增长到了2000亿附近。\u3000\u3000在这个时候，大盘指数到了缺口的压力位置，于是受到了反压调整，这是很自然的走势。\u3000\u3000由此我判断，这次的调整属于良性的回调，而这轮调整之后即为波段布局点。\u3000\u3000如果听完这个判断，你还是非常担心。没关系，退一万步讲，在筑底阶段权重有异动的前提下，当前你把这次调整当成第四次挖坑，那么挖坑的空间也会低于第三次，极限位置也就在3100点附近。而当下，还有一个3145附近的支撑位置。\u3000\u3000那么，当下只有两种走法。\u3000\u30001.自然走势。见图三\u3000\u3000横线位置为支撑点，遇到此位置缩量企稳，反弹。强反还是弱反要根据反弹时期的板块动作来判定。\u3000\u30002.短期受突发性利空或外盘影响。见图四\u3000\u3000如果今晚出突发性的利空消息或受外围股市影响，那么第一条线是撑不住的。于是买点会直接在第二条线产生，这里的爆发力是极强的。原因在昨天课程中已经说明，这里就不再累述了，有兴趣的朋友可以重读昨日课件。\u3000\u3000股市是动态的，股市运行的结果是各方面因素合力角逐的结果。所以凡是用静态思维去判断股市的，例如“美股走熊，A股必然大跌”，”MSCI外资大幅杀入，A股必然走牛”，“龙虎榜某某机构介入了某只股票，后期必大涨”这种单一性的分析方式，是注定无法在股市中长期生存下去的。\u3000\u3000无论是走熊还是走牛，都不会是一蹴而就的事情，期间会有一个逐渐演化的过程。我们可以有预判，更重要的是我们完全可以在这个演化过程中逐步发现更多的向上与向下的信号，来不断的修正自己的操作，这才是最理性的交易模式！\u3000\u3000道理放在这了，仁者见仁，智者见智，诸君共勉！q_siman,9.12E+15,3年,7,,
565377,2018/7/11 14:56,2,进股市不买个套 都不好意思说炒股了,进股市不买个套都不好意思说炒股了,9.08E+15,3.5年,6,,
778133,2018/3/22 10:00,1,股指期祸祸害全融资本市场,股指期祸祸害全融资本市场,6.88E+15,3.3年,6,,
372421,2018/9/26 11:27,0,买点创业板龙头等着,出掉大金融大消费,9.53E+15,3.8年,5,,
688539,2018/5/30 20:29,5,我一直搞不清什么叫独兽？,阿里算吗？没有他，实业振兴，就业大增！360算吗？我不知道他能抵御什么病毒？没有他，速度极快！现在富士康算吗？没有他，企业自主生产，寿命长！我看倪光南是独角兽，他没钱，没盈利，就个人，他融资搞芯片，我支持，不图回报！,7.57E+15,2.2年,6,,
112038,2019/1/14 13:04,0,无言,无言,6.54E+15,4.3年,6,,
528782,2018/8/2 9:43,2,看不到希望的股市,看不到希望的股市,5.21E+15,3年,3,,
428401,2018/9/5 22:51,3,静待质押盘雷霆一击[大笑][大笑][大笑],静待质押盘雷霆一击,9.55E+15,3.8年,8,,
218164,2018/12/3 7:08,3,看到这么多人说要跑，我就放心啦,看到这么多人说要跑，我就放心啦,7.87E+15,2.8年,3,,
443232,2018/8/30 16:29,1,反正我们股市就是天天跌，大家远离就是了,反正我们股市就是天天跌，大家远离就是了,8.75E+15,3.2年,4,,
560380,2018/7/14 20:07,1,我相信看过采访王中军减持套现的视频的股东都不会再持有华宜的股票。也希望国家证券部,我相信看过采访王中军减持套现的视频的股东都不会再持有华宜的股票。也希望国家证券部门严查扰乱市场秩序。为护股民权益，为这市场还一片青天？,9.08E+15,4.9年,5,,
245695,2018/11/20 19:07,1,什么板容易炸 今天炸板票31只，炸板率52%，处于高位。大分歧日，封板率本来就,什么板容易炸今天炸板票31只，炸板率52%，处于高位。大分歧日，封板率本来就低，连板和首板炸的都比较多，而且炸板随机性也很强，不分封板时间先后，但是换手票（默认属于后排）炸板的更多。连板票里面，雄安3只，韩建河山和京汉股份以及空港股份。独角兽的贤丰控股。上海的光大嘉宝和长江投资。证券次新的天风证券。创投的朗科智能，还有反包的深赛格。5G的世嘉科技。低位首板的随机性比较强，北斗导航的几个票全部都炸板了，中海达，北斗星通，华测导航，振芯科技。人工智能的金自天正。芯片的必创科技和台基股份。其他还有朗迪集团，国城矿业，姚记扑克等等。,5.98E+15,3.5年,7,,
536984,2018/7/28 17:31,8,股市悠生活之月篇： 小姐姐使用国内朋友的这个号，在东财吧发文章已,股市悠生活之月篇：小姐姐使用国内朋友的这个号，在东财吧发文章已经一月有余，大多数股友古道热肠，有缘相聚在股市江湖，小姐姐甚是开心，七月收益，达到预期，小姐姐习以为常，说出大家会诧异，所以这点不说也罢。小姐姐上星期五说股市弱势，投资者要视能力而为，原因有两点：一是现在股市在集中炒作低价垃圾股，这是垃圾股里老庄出船，游资做东风，向散户借箭的一种做法，注意别接最后一棒，这类垃圾股一旦炒作结束，会曲终人散。二是下周国际各国利率，货币政策相关会议较多，所以知己知彼，把握先机。板块方面，大多数板块主导资金主动性动能下降，主导成本下行，处于防范等待出击的阶段板块点睛：一，酿酒板块：维护性主导资金承接，但整体主导成本并不上行，说明主导资金只在部分个股中运行，择股重中之重。二，食品饮料：维护性主导资金承接，但整体主导成本并不上行，说明主导资金只在部分个股中运行，择股重中之重。此文观点仅为个人观点，不构成投资依据。投资工作，累心，累脑，累眼睛，多到户外走走，悠心，悠脑，悠生活！小姐姐喜欢安静，开阔，天高地阔，放飞思绪，凤舞九天！小姐姐也喜欢美食，美食如甘，悠悠我唇，美酒如泉，悠悠我心。小姐姐更喜欢古代诗词，希望人性，爱情，能像诗词描绘的那般婉约，真挚，清新，美好。小姐姐使用战术：凤凰涅槃，凤凰于飞，凤舞九天。战术描述：昆山玉碎凤凰叫，芙蓉泣露香兰笑。凤凰展翅凌空起，石破天惊冲九霄。小姐姐祝大家投资顺利，钱钱多赚！,8.01E+15,1.2年,6,,
646840,2018/6/19 13:30,0,今天销号，再见了，再也不用看盘了,今天销号，再见了，再也不用看盘了,7.58E+15,3.9年,4,,
42896,2019/2/27 14:40,0,重新开始神奇两点半的日子,重新开始神奇两点半的日子,3.62E+15,3年,5,,
414418,2018/9/10 14:42,4,让养老金入市也没必要这样打压吧,让养老金入市也没必要这样打压吧,9.51E+15,4.4年,5,,
216334,2018/12/3 16:43,3,个个评论像股神，其实输的连三角裤都没有了，如果自己预测那么准，还用出来叫大家怎样,个个评论像股神，其实输的连三角裤都没有了，如果自己预测那么准，还用出来叫大家怎样走大盘吗？可笑之人,1.07E+15,1.1年,8,,
292140,2018/10/25 10:36,0,跌到1000点,跌到1000点,6.36E+15,2.4年,4,,
248561,2018/11/19 13:50,0,感觉就剩下有色涨的最少啦！,感觉就剩下有色涨的最少啦！,7.76E+15,5.8年,4,,
135853,2019/1/2 13:32,0,挺神奇的,挺神奇的,7.83E+15,3.4年,4,,
215748,2018/12/4 6:56,0,一天比一天帅快长成超级美男了,一天比一天帅快长成超级美男了,2.80E+15,1.1年,6,,
44070,2019/2/27 13:38,0,仔细看了下涨停板上的股票，还是好多垃圾股在爆炒，越垃圾越是涨的厉害，高喊价值投资,仔细看了下涨停板上的股票，还是好多垃圾股在爆炒，越垃圾越是涨的厉害，高喊价值投资的口号原来是让我们小散为那些所谓价值投资的股票站岗,4.50E+15,4.2年,5,,
58980,2019/2/21 14:28,0,完了,完了,5.79E+15,6.5年,4,,
518335,2018/8/3 14:24,0,信心没了～后果是什么,信心没了～后果是什么,6.38E+15,7.3年,4,,
553964,2018/7/18 14:16,1,李大宵呢？,李大宵呢？,2.40E+15,2.7年,2,,
42749,2019/2/27 14:39,1,磨这么久了，该高潮了吧，有这么难破？呈高潮不注意，咔，就给3000给破了！,磨这么久了，该高潮了吧，有这么难破？呈高潮不注意，咔，就给3000给破了！,5.86E+15,4个月,2,,
289749,2018/10/25 14:47,1,这是熊市里股指期货杀空头 这叫多空双杀 谁都别想从市场里带走钱,这是熊市里股指期货杀空头这叫多空双杀谁都别想从市场里带走钱,8.50E+15,2.5年,3,,
277667,2018/10/31 11:57,3,2638 站上去又跌下来强阻已成事实,支撑位2397～2418之间个人技术仅供阅读买卖自负,7.88E+15,7.5年,8,,
608673,2018/6/29 9:51,1,谁也控制不了大盘拉稀,,5.27E+15,2.8年,2,,
40976,2019/2/28 13:09,2,大盘暴跌马上开始，跌跌跌跌[拜神],大盘暴跌马上开始，跌跌跌跌,5.94E+15,7.1年,7,,
56689,2019/2/22 13:25,1,跳水很正常，你跑了就不怕了,跳水很正常，你跑了就不怕了,8.14E+15,3.3年,5,,
196616,2018/12/12 14:05,0,快跌买了200积分吖,快跌买了200积分吖,1.96E+15,3.9年,4,,
515763,2018/8/6 9:36,6,势大者不欺人方为正道,势大者不欺人方为正道,1.55E+15,2.4年,4,,
283777,2018/10/29 12:58,3,谁知道，现在咱大A股相当于几个苹果了？,谁知道，现在咱大A股相当于几个苹果了？,7.95E+15,10个月,3,,
601915,2018/7/2 14:23,2,去年有人预测2400/2500,去年有人预测2400/2500,5.27E+15,4.5年,6,,
395070,2018/9/14 13:57,4,不拉晚上怎么发新股？,不拉晚上怎么发新股？,3.17E+15,7个月,2,,
337074,2018/10/15 9:56,0,顶住国家队。有肉吃。,顶住国家队。有肉吃。,7.05E+15,2.1年,5,,
677274,2018/6/7 17:28,9,明天独角兽上市，我大A股民将用脚投票，必须破发,明天独角兽上市，我大A股民将用脚投票，必须破发,4.14E+15,7.1年,7,,
639113,2018/6/20 13:30,0,反弹，出货。,反弹，出货。,6.49E+15,3.3年,4,,
380218,2018/9/20 16:41,0,唱多的股神和机构逐渐多了起来。。。。[大笑],唱多的股神和机构逐渐多了起来。。。。,6.10E+15,2.9年,5,,
245360,2018/11/20 22:47,0,美股破前低，相信Ａ绝不会落后，这点一定是积极的,美股破前低，相信Ａ绝不会落后，这点一定是积极的,8.32E+15,2.7年,4,,
16898,2019/3/8 13:36,7,唯一能救市方法东方通信拉涨停哦,呵呵，概率比买彩票还难。淡定看戏。,9.43E+15,2.4年,6,,
654334,2018/6/16 17:30,0,为2345点赞.,现在家家都有闭路电视.看世界杯不是难事.但电视机一般是放在客厅内.为了不影响家人休息.现在可以选择在自己房间里用2345看世界杯.,4.58E+15,4.1年,5,,
415575,2018/9/10 13:51,0,历史会给出对出是否判定的！,历史会给出对出是否判定的！,7.46E+15,7年,5,,
407414,2018/9/11 15:38,2,保护野生动物 姚明 没有买卖就没有伤害,哈哈哈哈哈哈哈哈精辟,1.55E+15,5.6年,7,,
140286,2018/12/30 20:08,7,2019年展望，元旦节后，上证指数的支撑位2490附近(年线20K的支撑位)，反,2019年展望，元旦节后，上证指数的支撑位2490附近(年线20K的支撑位)，反弹高度，第一压力位2555(11月30日的低点也是月线5k的压力位)，如能站上2555则看2610压力(季线60k的压力位)，如站不上2555，则会再去冲击2449，如2449失守则会去冲击2330一2350，这里将是月K年线的支撑位！这里的支撑位是2019年的重要支撑位，不太容易失守，2260附近可能是2019年的极限位置，这里是季线90K附近！整体来看，2019年虽然还会一个下探，但极限位置2260附近，下跌空间已不是太大！操作策略上看，19年比18年好操作一些，当然那些业绩走坏的，股价只会更低，这些是不建议去碰的，但是19年全年年绩确定性走好的，在18年又有大资金主动建仓了的，股价已低位企稳的，选择这样的个股建仓，2019年一定会有一个不错的收获！,1.04E+15,1.6年,6,,
714534,2018/5/11 9:45,1,果然影响全球,果然影响全球,4.93E+15,2.4年,5,,
404236,2018/9/12 11:07,2,2638点啥时候跌破啊，赶紧的吧，村民们都等着呢,2638点啥时候跌破啊，赶紧的吧，村民们都等着呢,4.69E+15,1.1年,5,,
13320,2019/3/8 15:06,0,是正常回调还是股灾又来了？大家讨论一下吧！谢谢！,是正常回调还是股灾又来了？大家讨论一下吧！谢谢！,6.50E+15,1.6年,6,,
698313,2018/5/25 14:27,0,两点半。再来一波,两点半。再来一波,5.08E+15,4.1年,5,,
594054,2018/7/3 13:11,1,好像见底了,别人恐慌时候我贪婪,6.51E+15,4.9年,4,,
5225,2019/3/12 13:47,3,跳水！快跑……,跳水！快跑……,3.17E+15,9个月,3,,
224375,2018/11/29 14:09,3,这逼样，还有救么？,这逼样，还有救么？,7.85E+15,2.5年,4,,
688209,2018/5/31 8:58,5,不要盯着大盘指数看，股指已经严重失真，目前股指代表不了股市行情，百分之七十的股票,不要盯着大盘指数看，股指已经严重失真，目前股指代表不了股市行情，百分之七十的股票都跌到2600一下，大盘跌破3000点也不要大惊小怪，目前大盘指数表现，只是皇帝新装而已。,4.16E+15,5.5年,7,,
349548,2018/10/11 13:29,0,今天能不能跌穿2500,今天能不能跌穿2500,7.38E+15,3.2年,4,,
